,Product,Instant_Liking,q1_1_personal_opinion_of_this_Deodorant,q2_all_words,q3_1_strength_of_the_Deodorant,q4_1_artificial_chemical,q4_2_attractive,q4_3_bold,q4_4_boring,q4_5_casual,q4_6_cheap,q4_7_clean,q4_8_easy_to_wear,q4_9_elegant,typ
351,Deodorant B,1,4,1,3,1,3,4,2,2,2,4,4,1,0.0
352,Deodorant B,0,7,2,5,4,5,2,2,5,4,3,5,3,0.0
353,Deodorant B,1,4,2,3,3,4,3,1,4,1,2,2,4,0.0
354,Deodorant B,1,4,1,3,3,5,3,2,1,3,5,4,5,0.0
355,Deodorant B,0,5,0,3,5,4,4,1,1,1,5,3,5,0.0
356,Deodorant B,0,6,0,3,1,4,4,2,5,5,3,2,5,0.0
357,Deodorant B,0,5,0,3,5,4,4,5,4,2,3,3,3,0.0
358,Deodorant B,0,6,0,2,1,4,5,2,4,2,5,5,4,0.0
359,Deodorant B,0,6,2,4,1,5,5,2,4,1,4,5,5,0.0
360,Deodorant B,0,7,3,3,1,2,4,2,4,1,2,5,3,0.0
361,Deodorant B,0,7,0,4,5,3,2,2,5,1,5,5,2,0.0
362,Deodorant B,1,4,2,4,3,4,2,2,5,1,4,3,4,0.0
363,Deodorant B,0,5,2,3,4,5,3,2,2,4,3,3,3,0.0
364,Deodorant B,0,5,0,3,2,1,5,1,2,1,3,3,5,0.0
365,Deodorant B,0,5,0,3,1,4,3,4,5,4,3,3,4,0.0
366,Deodorant B,0,6,1,3,2,3,4,2,4,3,1,5,3,0.0
367,Deodorant B,0,7,1,3,1,4,2,2,4,1,2,3,3,0.0
368,Deodorant B,0,7,1,4,2,2,4,5,4,3,5,5,2,0.0
369,Deodorant B,0,5,0,3,2,5,5,2,3,2,1,4,5,0.0
370,Deodorant B,1,4,1,4,4,3,2,2,3,1,3,4,4,0.0
371,Deodorant B,1,2,0,3,2,4,4,2,4,4,4,4,5,0.0
372,Deodorant B,0,5,0,4,2,3,3,3,5,4,5,5,4,0.0
373,Deodorant B,0,7,1,3,2,3,3,1,5,1,4,5,1,0.0
374,Deodorant B,0,6,1,3,3,4,5,3,2,2,5,1,2,0.0
375,Deodorant B,1,4,0,3,2,5,2,1,4,2,5,5,3,0.0
376,Deodorant B,0,7,0,3,4,3,3,1,3,1,3,4,4,0.0
377,Deodorant B,0,6,2,3,3,2,4,1,3,2,3,4,2,0.0
378,Deodorant B,0,7,2,4,5,5,3,1,5,4,1,4,5,0.0
379,Deodorant B,0,5,1,3,1,5,4,5,4,1,5,5,5,0.0
380,Deodorant B,0,6,0,3,3,5,5,3,2,1,1,5,5,0.0
381,Deodorant B,0,5,0,3,3,3,5,4,2,3,5,3,3,0.0
382,Deodorant B,0,5,0,2,2,3,5,1,3,5,4,3,5,0.0
383,Deodorant B,0,5,1,4,1,4,5,5,3,2,5,4,4,0.0
384,Deodorant B,0,6,0,4,1,3,4,5,1,5,4,4,1,0.0
385,Deodorant B,1,4,0,3,1,4,5,1,5,2,3,4,5,0.0
386,Deodorant B,0,7,1,3,4,5,2,4,3,3,5,5,2,0.0
387,Deodorant B,0,6,2,3,2,5,4,5,4,2,5,5,4,0.0
388,Deodorant B,0,6,0,3,5,3,2,1,5,1,2,1,3,0.0
389,Deodorant B,0,7,3,4,1,5,4,1,5,3,5,4,2,0.0
390,Deodorant B,1,1,0,3,3,5,4,3,4,2,5,5,2,0.0
391,Deodorant B,0,7,0,4,1,5,4,5,2,2,1,5,2,0.0
392,Deodorant B,1,4,2,5,1,5,4,1,2,1,2,3,4,0.0
393,Deodorant B,1,4,0,3,1,5,4,1,4,2,4,3,5,0.0
394,Deodorant B,0,6,1,4,2,5,2,5,5,1,3,3,5,0.0
395,Deodorant B,0,6,1,3,5,4,3,2,3,2,4,4,5,0.0
396,Deodorant B,0,6,1,4,2,5,3,3,5,3,5,2,4,0.0
397,Deodorant B,0,5,0,3,5,5,5,2,4,5,4,4,3,0.0
398,Deodorant B,0,6,0,3,2,3,3,5,5,2,4,5,5,0.0
399,Deodorant B,0,6,3,4,2,2,4,5,5,2,3,4,5,0.0
400,Deodorant B,0,6,1,3,1,3,4,2,3,1,2,3,2,0.0
401,Deodorant B,1,4,2,3,2,4,4,4,5,3,3,5,1,0.0
402,Deodorant B,0,6,3,3,2,5,1,1,5,3,5,2,5,0.0
403,Deodorant B,0,6,2,4,3,3,3,1,3,1,5,4,3,0.0
404,Deodorant B,1,1,0,4,3,5,4,1,4,5,3,4,5,0.0
405,Deodorant B,1,4,2,3,5,1,5,3,5,1,5,5,3,0.0
406,Deodorant B,0,6,1,3,3,3,3,2,2,3,3,1,3,0.0
407,Deodorant B,0,5,0,3,1,5,3,1,3,2,5,5,4,0.0
408,Deodorant B,0,5,0,4,3,3,2,1,4,3,3,5,4,0.0
409,Deodorant B,0,6,0,3,3,5,5,2,4,3,5,5,4,0.0
410,Deodorant B,0,5,1,4,4,4,5,2,2,2,5,5,2,0.0
411,Deodorant B,1,4,1,5,1,3,3,1,4,4,5,5,2,0.0
412,Deodorant B,1,3,0,3,1,2,3,2,4,1,5,3,5,0.0
413,Deodorant B,1,3,2,4,2,4,5,1,5,1,1,5,5,0.0
414,Deodorant B,1,4,2,4,1,4,5,2,5,4,3,4,2,0.0
415,Deodorant B,0,6,0,3,4,4,5,4,2,4,3,2,4,0.0
416,Deodorant B,0,5,1,2,2,5,4,3,3,2,5,1,5,0.0
417,Deodorant B,0,6,1,3,2,5,1,1,2,1,2,5,2,0.0
418,Deodorant B,0,6,2,4,2,1,5,3,5,1,5,5,5,0.0
419,Deodorant B,1,2,2,5,4,4,5,2,4,3,4,5,2,0.0
420,Deodorant B,0,5,0,3,5,4,4,3,5,4,3,4,4,0.0
421,Deodorant B,1,4,0,4,5,3,5,1,1,1,5,2,5,0.0
422,Deodorant B,0,5,0,3,3,4,4,3,4,4,5,5,4,0.0
423,Deodorant B,0,5,2,4,2,3,4,1,3,2,4,5,3,0.0
424,Deodorant B,0,5,0,3,5,3,3,1,3,1,2,1,1,0.0
425,Deodorant B,0,5,3,2,2,3,1,2,5,4,5,5,2,0.0
426,Deodorant B,1,4,2,3,1,5,5,3,2,1,3,5,3,0.0
427,Deodorant B,0,7,0,3,2,3,4,2,5,1,3,3,5,0.0
428,Deodorant B,1,2,2,3,4,4,5,2,3,5,4,1,3,0.0
429,Deodorant B,1,1,0,3,2,3,4,1,4,2,4,5,4,0.0
430,Deodorant B,0,5,0,3,1,5,2,3,1,4,3,3,3,0.0
431,Deodorant B,0,6,3,3,2,3,5,1,1,3,3,5,5,0.0
432,Deodorant B,0,6,0,2,2,5,5,5,3,2,4,5,4,0.0
433,Deodorant B,0,6,1,3,2,5,3,1,4,1,3,5,4,0.0
434,Deodorant B,1,4,1,3,3,4,3,1,2,5,4,5,5,0.0
435,Deodorant B,0,6,4,4,2,4,1,3,5,5,3,4,5,0.0
436,Deodorant B,0,5,1,5,5,5,1,1,2,1,4,5,3,0.0
437,Deodorant B,0,5,0,3,5,4,4,2,1,1,4,4,3,0.0
438,Deodorant B,0,5,2,5,2,3,5,2,5,2,5,2,3,0.0
439,Deodorant B,0,5,1,3,5,5,4,2,5,5,5,3,2,0.0
440,Deodorant B,0,5,0,3,1,1,4,1,4,1,2,5,5,0.0
441,Deodorant B,1,2,2,5,1,2,1,2,5,2,2,3,4,0.0
442,Deodorant B,0,5,1,3,2,3,4,1,4,1,5,4,3,0.0
443,Deodorant B,1,4,2,3,5,3,5,2,2,2,4,5,5,0.0
444,Deodorant B,1,1,2,3,2,2,1,3,4,2,5,3,3,0.0
445,Deodorant B,0,7,2,3,4,4,4,2,5,3,2,5,5,0.0
446,Deodorant B,0,6,0,4,3,5,5,2,1,2,3,5,4,0.0
447,Deodorant B,0,6,0,3,3,5,5,1,5,5,5,3,5,0.0
448,Deodorant B,0,6,1,3,5,4,4,1,5,4,5,5,3,0.0
449,Deodorant B,0,7,3,3,2,5,4,1,2,1,5,4,4,0.0
450,Deodorant B,0,7,1,4,5,4,5,3,3,2,3,4,4,0.0
451,Deodorant B,0,6,0,3,1,5,4,3,5,3,3,4,5,0.0
452,Deodorant B,1,4,3,3,3,2,3,1,3,4,1,3,4,0.0
453,Deodorant B,0,6,1,3,4,4,4,2,5,1,5,5,2,0.0
454,Deodorant B,0,7,2,3,2,1,3,1,3,3,5,4,4,0.0
455,Deodorant B,0,7,1,3,3,3,5,1,3,3,5,2,4,0.0
456,Deodorant B,0,6,4,3,2,5,1,4,4,5,5,4,3,0.0
457,Deodorant B,1,4,3,3,3,5,5,2,2,1,4,5,4,0.0
458,Deodorant B,1,3,1,3,1,5,5,5,4,1,4,5,2,0.0
459,Deodorant B,0,5,3,4,3,4,1,3,2,1,5,4,4,0.0
460,Deodorant B,0,5,0,2,5,5,2,2,4,2,4,3,3,0.0
461,Deodorant B,0,5,0,3,4,2,5,1,1,2,4,5,4,0.0
462,Deodorant B,0,6,1,5,1,2,2,4,5,2,4,1,1,0.0
463,Deodorant B,1,4,1,3,1,5,3,1,4,2,5,3,5,0.0
464,Deodorant B,0,5,1,3,1,2,2,2,3,3,4,2,5,0.0
465,Deodorant B,0,7,1,3,3,3,2,5,4,2,3,5,5,0.0
466,Deodorant B,0,5,0,3,5,4,1,1,5,1,5,4,5,0.0
467,Deodorant B,1,1,0,3,3,5,5,1,4,3,3,2,5,0.0
468,Deodorant B,1,4,1,3,1,4,3,2,2,2,4,5,4,0.0
469,Deodorant B,0,7,2,3,1,4,3,2,4,4,4,4,5,0.0
470,Deodorant B,0,5,1,3,3,5,3,1,4,3,4,2,3,0.0
471,Deodorant B,0,5,0,3,4,1,1,3,4,1,1,2,3,0.0
472,Deodorant B,0,7,0,3,2,4,4,2,3,3,4,4,3,0.0
473,Deodorant B,0,5,0,3,2,4,3,2,4,3,5,4,4,0.0
474,Deodorant B,0,6,1,3,2,4,4,4,5,1,5,5,3,0.0
475,Deodorant B,0,6,1,3,1,3,3,3,4,1,5,4,3,0.0
476,Deodorant B,1,4,1,4,1,3,3,4,3,1,4,5,4,0.0
477,Deodorant B,0,6,3,4,2,4,5,2,4,4,4,5,4,0.0
478,Deodorant B,0,6,0,3,4,1,1,1,4,3,2,5,5,0.0
479,Deodorant B,0,5,1,3,2,4,5,2,4,3,5,2,1,0.0
480,Deodorant B,0,6,0,3,1,3,5,4,5,2,3,1,3,0.0
481,Deodorant B,0,5,1,3,4,1,3,2,1,2,5,5,3,0.0
482,Deodorant B,0,7,2,3,1,4,4,1,4,1,4,3,4,0.0
483,Deodorant B,1,3,1,3,4,5,2,1,5,1,5,4,1,0.0
484,Deodorant B,0,5,1,4,4,4,2,4,5,5,5,4,4,0.0
485,Deodorant B,0,7,1,4,5,5,4,3,2,5,4,3,4,0.0
486,Deodorant B,0,6,1,3,1,3,4,4,5,4,4,5,5,0.0
487,Deodorant B,0,6,2,3,5,1,1,2,4,1,5,4,1,0.0
488,Deodorant B,0,5,3,3,5,5,1,3,3,2,5,4,4,0.0
489,Deodorant B,0,6,0,3,2,4,5,2,5,2,5,5,4,0.0
490,Deodorant B,1,1,1,3,4,5,2,1,2,5,3,2,2,0.0
491,Deodorant B,0,5,0,3,4,4,4,3,5,1,3,4,5,0.0
492,Deodorant B,1,2,1,3,5,3,3,3,4,3,5,4,3,0.0
493,Deodorant B,1,3,2,3,1,5,5,1,2,4,5,4,5,0.0
494,Deodorant B,0,5,1,5,2,3,4,2,3,1,4,4,5,0.0
495,Deodorant B,1,2,2,3,5,3,2,4,4,2,2,1,5,0.0
496,Deodorant B,0,6,1,3,3,4,4,2,3,2,5,2,5,0.0
497,Deodorant B,0,6,2,3,2,3,4,1,5,1,2,4,1,0.0
498,Deodorant B,0,5,1,4,1,5,1,1,2,2,5,5,5,0.0
499,Deodorant B,0,5,0,4,2,1,4,3,5,4,5,4,2,0.0
500,Deodorant F,1,2,0,3,4,4,4,5,4,5,3,5,2,1.0
501,Deodorant F,0,5,1,5,3,2,3,1,2,1,2,5,4,1.0
502,Deodorant F,0,7,0,3,3,5,2,1,4,2,5,4,5,1.0
503,Deodorant F,1,4,0,3,3,3,2,1,1,1,5,3,4,1.0
504,Deodorant F,0,5,3,3,3,5,5,1,5,3,5,2,3,1.0
505,Deodorant F,1,4,1,4,1,4,3,1,1,1,2,5,3,1.0
506,Deodorant F,0,6,1,3,2,4,2,1,3,1,5,5,4,1.0
507,Deodorant F,1,4,0,5,3,5,4,3,3,3,3,4,3,1.0
508,Deodorant F,0,5,0,2,5,5,4,2,5,3,5,5,2,1.0
509,Deodorant F,1,1,1,3,3,2,1,2,3,1,5,5,4,1.0
510,Deodorant F,1,1,2,4,4,4,4,4,2,3,5,5,4,1.0
511,Deodorant F,0,7,0,5,2,5,5,1,1,2,5,1,5,1.0
512,Deodorant F,0,6,1,4,2,4,1,2,2,2,5,5,3,1.0
513,Deodorant F,0,7,3,3,5,5,4,2,4,1,2,5,4,1.0
514,Deodorant F,1,1,1,3,3,2,4,4,1,1,1,5,3,1.0
515,Deodorant F,0,6,0,4,4,5,5,1,2,3,4,1,3,1.0
516,Deodorant F,0,6,0,3,2,2,5,5,3,4,4,4,2,1.0
517,Deodorant F,1,4,2,4,4,2,4,4,5,2,2,4,2,1.0
518,Deodorant F,0,5,1,3,4,5,4,2,5,4,3,2,2,1.0
519,Deodorant F,0,6,3,5,1,1,2,2,5,1,2,4,5,1.0
520,Deodorant F,1,4,1,3,1,3,5,1,2,3,4,5,5,1.0
521,Deodorant F,1,4,1,5,4,5,5,3,5,2,4,4,4,1.0
522,Deodorant F,1,4,0,3,4,5,5,3,5,3,2,5,4,1.0
523,Deodorant F,1,4,0,5,3,3,3,3,5,2,5,2,5,1.0
524,Deodorant F,1,4,1,3,5,3,5,3,2,2,3,1,1,1.0
525,Deodorant F,1,1,1,5,1,5,5,2,3,3,5,5,4,1.0
526,Deodorant F,1,4,0,3,1,1,5,4,5,3,4,4,2,1.0
527,Deodorant F,0,5,0,3,3,4,5,5,5,1,5,3,3,1.0
528,Deodorant F,0,6,0,4,2,4,3,2,4,1,3,5,1,1.0
529,Deodorant F,1,2,3,3,1,4,3,3,5,1,4,5,5,1.0
530,Deodorant F,1,4,0,3,3,5,5,2,5,1,5,5,2,1.0
531,Deodorant F,0,6,2,3,4,4,5,3,4,3,1,1,3,1.0
532,Deodorant F,0,5,3,4,1,5,5,2,5,3,4,1,3,1.0
533,Deodorant F,0,5,1,3,3,4,5,3,2,1,4,4,3,1.0
534,Deodorant F,0,7,0,3,2,5,4,3,2,3,5,5,5,1.0
535,Deodorant F,0,5,0,3,2,3,5,2,1,2,5,2,3,1.0
536,Deodorant F,0,5,2,2,2,4,2,1,3,2,2,4,5,1.0
537,Deodorant F,0,6,0,3,2,4,4,3,2,1,3,5,5,1.0
538,Deodorant F,1,2,1,3,5,5,2,1,3,4,4,4,2,1.0
539,Deodorant F,0,5,1,5,2,1,4,2,4,3,2,3,4,1.0
540,Deodorant F,0,5,1,3,4,4,2,2,5,2,5,5,2,1.0
541,Deodorant F,1,3,2,3,2,3,5,3,3,3,1,5,4,1.0
542,Deodorant F,0,7,1,3,1,5,3,1,5,1,3,5,3,1.0
543,Deodorant F,0,5,0,3,1,5,2,3,5,1,4,5,5,1.0
544,Deodorant F,1,2,3,3,2,5,4,1,4,1,3,3,3,1.0
545,Deodorant F,1,4,1,3,1,5,5,1,4,4,2,5,4,1.0
546,Deodorant F,0,6,0,3,2,3,4,2,5,3,1,5,5,1.0
547,Deodorant F,0,6,1,3,1,3,3,1,5,1,4,5,5,1.0
548,Deodorant F,0,6,2,3,4,5,3,3,2,3,5,1,1,1.0
549,Deodorant F,0,7,3,3,5,1,4,1,1,1,5,4,4,1.0
550,Deodorant F,0,6,0,5,4,5,5,3,5,4,5,1,5,1.0
551,Deodorant F,0,7,1,3,3,2,3,2,2,3,5,3,2,1.0
552,Deodorant F,0,6,2,3,4,3,4,1,4,2,1,5,3,1.0
553,Deodorant F,0,5,1,3,1,5,5,4,4,1,2,4,3,1.0
554,Deodorant F,1,3,3,3,4,5,5,3,1,2,5,4,4,1.0
555,Deodorant F,0,7,1,3,1,3,3,2,5,5,1,2,5,1.0
556,Deodorant F,1,3,0,2,4,1,5,2,3,3,1,5,4,1.0
557,Deodorant F,0,5,2,4,5,5,3,1,3,1,5,5,3,1.0
558,Deodorant F,0,6,2,3,1,4,4,1,5,1,3,4,1,1.0
559,Deodorant F,0,6,0,5,4,4,3,1,1,1,5,1,4,1.0
560,Deodorant F,0,6,1,4,5,3,4,1,5,2,3,4,4,1.0
561,Deodorant F,1,4,3,4,2,5,2,3,3,1,5,4,2,1.0
562,Deodorant F,0,6,1,4,1,5,4,3,5,2,1,4,5,1.0
563,Deodorant F,0,7,1,5,2,5,5,3,5,1,3,1,4,1.0
564,Deodorant F,0,5,1,3,2,4,3,2,3,2,5,3,3,1.0
565,Deodorant F,1,3,2,4,3,4,1,2,2,4,5,5,4,1.0
566,Deodorant F,0,5,0,3,5,4,4,1,5,2,3,2,3,1.0
567,Deodorant F,0,7,1,4,4,5,2,2,3,2,5,1,3,1.0
568,Deodorant F,1,4,1,3,2,4,4,1,2,1,5,5,4,1.0
569,Deodorant F,0,6,3,3,1,5,2,1,5,1,5,3,1,1.0
570,Deodorant F,0,6,2,2,1,5,2,1,5,4,4,5,5,1.0
571,Deodorant F,0,6,2,3,4,5,3,1,3,5,4,4,5,1.0
572,Deodorant F,0,6,2,3,1,4,4,4,5,4,4,5,5,1.0
573,Deodorant F,1,4,0,3,5,4,5,5,3,2,4,1,3,1.0
574,Deodorant F,0,5,1,3,2,4,5,1,3,4,5,4,1,1.0
575,Deodorant F,0,6,0,5,3,4,4,2,4,3,5,4,2,1.0
576,Deodorant F,1,2,2,3,3,5,5,3,5,1,5,5,3,1.0
577,Deodorant F,0,7,2,5,3,5,5,2,1,2,5,5,5,1.0
578,Deodorant F,1,4,1,3,1,1,4,2,3,1,3,5,2,1.0
579,Deodorant F,0,5,1,1,4,2,5,2,5,2,5,4,5,1.0
580,Deodorant F,0,6,0,3,5,5,3,2,1,2,4,4,5,1.0
581,Deodorant F,0,5,1,3,2,5,4,3,1,2,5,3,5,1.0
582,Deodorant F,0,7,2,3,2,3,3,1,3,1,5,5,5,1.0
583,Deodorant F,0,7,0,3,2,5,2,2,5,4,4,4,4,1.0
584,Deodorant F,0,5,2,4,2,5,4,2,5,1,4,3,5,1.0
585,Deodorant F,0,5,1,4,1,4,4,2,5,1,5,2,5,1.0
586,Deodorant F,0,6,1,1,1,3,2,1,4,2,5,4,4,1.0
587,Deodorant F,0,7,1,3,3,5,5,4,3,2,5,5,3,1.0
588,Deodorant F,0,6,1,3,3,5,4,4,2,2,4,3,1,1.0
589,Deodorant F,1,4,3,3,1,5,4,4,1,2,2,1,3,1.0
590,Deodorant F,1,4,2,3,4,4,5,1,4,2,5,4,5,1.0
591,Deodorant F,1,3,0,3,1,5,1,1,4,3,5,5,4,1.0
592,Deodorant F,0,6,1,3,3,4,5,2,5,1,5,1,5,1.0
593,Deodorant F,0,6,1,4,1,4,3,1,2,5,5,4,5,1.0
594,Deodorant F,0,5,1,3,3,5,5,4,4,4,4,2,1,1.0
595,Deodorant F,0,6,0,3,3,4,5,1,4,1,3,5,5,1.0
596,Deodorant F,0,5,0,3,3,5,4,3,2,2,4,5,4,1.0
597,Deodorant F,0,5,2,3,5,5,4,2,5,3,3,5,4,1.0
598,Deodorant F,0,5,1,3,1,4,3,2,5,1,4,3,1,1.0
599,Deodorant F,1,2,1,3,4,4,1,1,5,1,4,3,3,1.0
600,Deodorant F,1,1,1,3,2,3,3,3,3,5,4,5,2,1.0
601,Deodorant F,0,7,2,3,4,2,4,1,5,4,5,2,4,1.0
602,Deodorant F,0,5,2,3,4,3,4,3,5,3,3,4,1,1.0
603,Deodorant F,1,4,3,5,4,3,5,2,5,2,3,5,4,1.0
604,Deodorant F,0,5,1,3,1,3,3,4,5,1,4,1,4,1.0
605,Deodorant F,0,5,1,5,4,5,3,3,3,2,5,5,2,1.0
606,Deodorant F,0,5,2,3,5,4,4,4,5,3,2,5,2,1.0
607,Deodorant F,1,4,2,3,2,3,4,2,4,2,5,4,4,1.0
608,Deodorant F,0,7,1,4,5,5,4,2,2,3,5,5,4,1.0
609,Deodorant F,0,5,0,3,2,5,3,1,4,3,3,5,3,1.0
610,Deodorant F,0,6,3,5,2,2,5,2,5,5,4,5,4,1.0
611,Deodorant F,0,6,2,4,2,3,3,1,3,1,4,3,4,1.0
612,Deodorant F,1,3,0,3,2,4,1,2,4,2,5,3,2,1.0
613,Deodorant F,1,4,1,3,4,2,5,2,5,3,1,5,5,1.0
614,Deodorant F,0,6,2,5,3,1,3,3,4,3,4,4,5,1.0
615,Deodorant F,0,5,2,4,1,5,5,2,2,2,3,5,4,1.0
616,Deodorant F,0,6,2,4,5,5,3,2,5,3,3,4,2,1.0
617,Deodorant F,0,7,4,3,1,3,3,1,3,2,3,3,3,1.0
618,Deodorant F,0,6,0,4,1,4,5,3,4,2,2,1,4,1.0
619,Deodorant F,0,5,1,3,5,5,1,1,4,3,4,2,5,1.0
620,Deodorant F,0,5,2,3,1,1,4,1,5,3,2,5,1,1.0
621,Deodorant F,1,1,1,3,3,3,4,2,1,2,1,4,5,1.0
622,Deodorant F,0,6,1,4,2,2,5,3,1,2,3,5,4,1.0
623,Deodorant F,0,5,1,4,5,3,4,4,5,2,1,1,4,1.0
624,Deodorant F,0,5,2,3,5,5,3,3,1,3,5,3,1,1.0
625,Deodorant F,0,6,1,4,3,4,4,5,1,5,5,5,3,1.0
626,Deodorant F,0,6,1,5,3,1,1,5,2,4,4,4,4,1.0
627,Deodorant F,1,4,0,3,1,4,5,2,3,4,2,5,5,1.0
628,Deodorant F,1,1,1,3,2,4,4,2,5,2,3,5,5,1.0
629,Deodorant F,0,5,2,3,2,5,4,2,4,1,3,4,1,1.0
630,Deodorant F,0,6,0,3,1,4,3,1,3,1,3,4,1,1.0
631,Deodorant F,0,6,2,3,1,2,5,2,1,2,5,5,3,1.0
632,Deodorant F,0,6,1,3,4,5,5,2,3,1,4,5,5,1.0
633,Deodorant F,0,6,0,3,3,5,2,2,3,4,3,2,4,1.0
634,Deodorant F,1,1,2,3,2,4,3,2,5,5,5,5,4,1.0
635,Deodorant F,0,6,0,3,3,4,1,3,5,2,3,1,5,1.0
636,Deodorant F,0,7,0,3,2,5,1,5,2,2,1,5,2,1.0
637,Deodorant F,1,2,1,3,2,5,4,2,2,3,2,3,3,1.0
638,Deodorant F,0,6,1,2,4,5,5,2,4,2,5,5,4,1.0
639,Deodorant F,0,5,1,3,1,5,2,5,5,2,3,4,3,1.0
640,Deodorant F,0,5,1,5,1,2,3,1,1,1,5,5,3,1.0
641,Deodorant F,0,5,0,3,3,4,1,1,3,1,2,5,2,1.0
642,Deodorant F,0,5,0,3,1,5,1,4,2,1,3,4,2,1.0
643,Deodorant F,0,6,1,2,1,1,5,1,4,2,4,4,5,1.0
644,Deodorant F,0,5,1,3,1,1,2,2,4,5,5,3,5,1.0
645,Deodorant F,0,7,0,2,4,5,5,4,4,1,3,1,5,1.0
646,Deodorant F,0,7,2,4,5,5,2,5,1,1,5,2,4,1.0
647,Deodorant F,0,6,2,3,3,2,1,2,4,2,4,2,1,1.0
648,Deodorant F,1,3,2,4,1,5,5,1,3,2,4,5,5,1.0
649,Deodorant F,0,5,2,4,3,5,3,1,4,3,1,4,2,1.0
650,Deodorant F,0,6,2,3,4,5,4,2,5,1,4,4,1,1.0
651,Deodorant F,0,5,2,4,3,5,4,1,5,1,5,1,3,1.0
652,Deodorant F,1,4,2,5,3,4,4,2,3,2,1,3,4,1.0
653,Deodorant F,0,5,0,4,5,3,3,4,4,1,2,4,4,1.0
654,Deodorant F,0,6,1,3,4,2,4,5,4,1,4,1,5,1.0
655,Deodorant F,0,6,1,4,1,4,3,1,3,3,1,5,3,1.0
656,Deodorant F,1,1,0,2,1,4,4,2,4,3,5,5,3,1.0
657,Deodorant F,0,6,0,4,2,3,4,2,3,1,4,3,4,1.0
658,Deodorant F,0,6,2,3,3,5,5,3,4,2,4,2,5,1.0
659,Deodorant F,0,6,3,3,3,2,5,4,4,2,5,2,5,1.0
660,Deodorant F,1,1,2,5,4,3,3,3,4,4,4,5,4,1.0
661,Deodorant F,1,3,2,3,1,5,5,5,5,1,3,4,3,1.0
662,Deodorant F,0,5,1,3,3,1,4,1,3,1,2,3,4,1.0
663,Deodorant F,0,5,3,4,2,3,5,4,4,2,3,5,3,1.0
664,Deodorant F,1,4,3,3,3,4,4,4,3,1,5,5,4,1.0
665,Deodorant F,1,2,1,3,1,5,3,1,5,2,4,5,4,1.0
666,Deodorant F,1,3,1,3,2,4,3,5,4,2,4,3,1,1.0
667,Deodorant F,0,6,1,4,1,4,4,5,5,1,5,2,4,1.0
668,Deodorant F,0,5,1,4,1,5,5,1,4,2,2,5,2,1.0
669,Deodorant F,0,6,0,3,2,3,4,2,3,2,3,2,4,1.0
670,Deodorant F,0,6,1,2,4,1,5,2,1,2,5,4,5,1.0
671,Deodorant F,0,6,2,2,2,3,5,1,2,3,4,3,3,1.0
672,Deodorant F,1,4,1,3,1,5,2,2,4,1,4,4,3,1.0
673,Deodorant F,0,6,1,4,2,4,2,2,3,2,3,5,5,1.0
674,Deodorant F,0,5,1,4,1,1,5,5,3,1,5,5,1,1.0
675,Deodorant F,0,6,0,3,2,4,1,2,3,2,5,5,5,1.0
676,Deodorant F,1,1,1,3,1,4,5,4,3,2,3,5,5,1.0
677,Deodorant F,0,7,0,3,1,3,5,2,1,1,1,5,1,1.0
678,Deodorant F,0,5,1,3,4,5,4,2,1,4,4,2,3,1.0
679,Deodorant F,0,6,0,3,2,1,4,2,3,2,5,5,5,1.0
680,Deodorant F,0,7,0,3,5,1,4,1,3,1,4,4,5,1.0
681,Deodorant F,0,6,0,3,2,3,4,1,5,5,5,2,3,1.0
682,Deodorant F,0,7,0,3,2,1,1,1,4,5,3,1,5,1.0
683,Deodorant F,1,4,1,3,1,5,4,3,3,5,3,5,5,1.0
684,Deodorant F,0,6,1,4,2,5,3,3,2,2,5,5,3,1.0
685,Deodorant F,1,4,1,5,4,5,2,1,2,1,4,1,4,1.0
686,Deodorant F,1,1,1,3,4,4,4,1,2,2,1,3,4,1.0
687,Deodorant F,0,5,2,3,5,5,5,1,3,1,4,5,4,1.0
688,Deodorant F,0,7,1,3,1,3,5,1,4,2,4,4,4,1.0
689,Deodorant F,0,6,2,5,2,4,1,3,4,3,5,3,5,1.0
690,Deodorant F,0,5,0,3,5,1,3,4,4,1,5,4,4,1.0
691,Deodorant F,0,5,2,5,2,5,3,1,2,1,3,5,2,1.0
692,Deodorant F,0,6,0,3,2,5,3,1,3,2,4,2,2,1.0
693,Deodorant F,0,5,0,3,4,3,4,2,2,2,4,5,3,1.0
694,Deodorant F,0,6,0,3,5,4,4,2,4,2,4,1,5,1.0
695,Deodorant F,0,5,1,3,2,4,4,1,3,4,4,3,4,1.0
696,Deodorant F,0,5,0,3,3,2,4,1,4,5,5,4,1,1.0
697,Deodorant F,0,6,1,4,2,1,3,2,2,5,5,2,2,1.0
698,Deodorant F,1,1,2,4,2,3,5,2,4,1,5,5,2,1.0
699,Deodorant F,0,7,0,4,1,4,4,1,2,2,5,5,2,1.0
700,Deodorant F,0,6,2,3,1,3,1,5,4,5,5,3,3,1.0
701,Deodorant F,0,5,1,4,1,4,3,2,4,2,5,4,5,1.0
702,Deodorant F,1,4,0,3,2,4,5,1,5,1,4,3,1,1.0
703,Deodorant F,0,5,1,3,2,4,5,2,2,3,4,4,5,1.0
704,Deodorant F,0,5,1,4,1,1,4,5,3,4,2,3,3,1.0
705,Deodorant F,0,6,3,5,1,5,1,3,5,2,4,5,4,1.0
